student_id,age,gender,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,exercise_minutes,assignments_completed,attendance_percentage,stress_level,focus_score,final_grade,productivity_score
251,26,Female,7.57,4.63,7.65,5.09,1.8,2.03,10,112,16,6,84.19,4,78,87.36,61.11
252,22,Female,8.51,7.1,4.7,2.15,5.04,0.51,4,426,86,10,97.5,9,62,40.61,68.18
253,23,Female,6.83,9.99,11.04,1.36,1.16,5.3,9,67,5,6,91.19,9,67,73.36,59.06
254,20,Female,4.52,6.49,1.72,0.75,5.35,3.34,1,135,16,19,64.95,2,33,82.76,47.03
255,23,Male,1.1,8.3,3.0,3.21,4.54,3.16,4,408,47,11,62.48,2,77,59.47,48.93
256,27,Male,7.99,5.05,2.83,4.97,2.09,4.42,2,423,64,18,85.73,2,85,74.08,76.53
257,24,Female,9.1,9.74,3.49,7.8,1.05,0.18,1,386,78,13,57.47,2,85,71.11,88.33
258,27,Male,5.36,4.74,5.73,2.7,2.65,4.36,4,476,106,8,61.88,5,56,56.7,43.16
259,17,Male,5.56,7.18,1.84,4.9,0.79,5.52,8,279,103,2,90.73,5,34,43.23,54.45
260,22,Male,4.33,9.88,0.95,0.94,2.91,5.28,10,75,105,15,48.03,2,96,79.73,74.26
261,24,Female,8.64,8.66,7.01,7.49,1.36,1.0,6,364,97,18,41.32,7,99,53.23,74.25
262,21,Male,0.64,9.94,6.27,5.93,0.03,1.92,9,12,35,3,97.19,5,55,67.39,41.33
263,20,Female,6.43,5.66,4.42,5.69,3.19,0.74,4,3,77,0,52.98,7,62,66.76,50.72
264,18,Male,9.12,3.54,2.46,4.38,1.8,3.01,2,371,28,13,48.83,6,63,95.53,60.52
265,22,Other,1.48,4.7,1.85,4.51,3.67,1.42,13,197,102,13,75.3,1,70,81.19,43.6
266,22,Male,9.61,9.7,10.72,3.57,1.88,0.98,1,33,93,7,93.65,2,36,52.7,68.71
267,27,Female,9.69,5.59,5.5,0.37,4.11,1.54,4,114,92,12,63.7,10,98,60.61,73.01
268,17,Female,9.33,3.87,11.45,0.56,4.0,3.34,8,114,28,11,81.3,9,70,43.62,52.05
269,25,Female,4.89,7.15,4.24,1.54,0.15,2.58,8,472,97,12,77.68,2,85,71.28,65.23
270,28,Male,4.14,6.5,7.55,1.51,4.13,0.45,6,25,91,2,64.71,4,75,83.77,47.38
271,27,Female,7.21,3.44,7.03,0.46,1.1,2.63,13,382,23,0,45.29,3,35,49.61,38.21
272,22,Male,3.53,6.17,2.37,3.97,4.92,1.83,11,472,76,12,95.66,8,35,69.34,39.99
273,29,Male,1.15,7.43,6.18,4.07,0.71,5.87,11,29,44,9,98.71,1,42,73.12,37.26
274,19,Female,9.06,4.63,6.07,4.8,1.48,4.22,10,30,59,19,72.77,5,36,99.88,53.57
275,20,Female,6.53,3.87,6.32,6.3,3.44,2.21,11,443,55,7,47.24,6,54,71.81,40.81
276,28,Female,2.47,9.05,3.97,7.49,2.52,0.72,10,151,18,10,82.57,8,81,64.12,53.37
277,27,Female,0.67,7.38,3.29,7.58,5.95,0.36,6,368,55,2,43.93,5,63,46.61,33.35
278,20,Male,7.37,4.09,5.22,7.2,4.32,3.87,13,305,38,12,75.54,6,49,46.3,49.77
279,19,Female,8.6,7.4,11.11,5.93,1.32,0.44,10,295,36,4,69.3,2,93,52.77,72.03
280,26,Male,4.35,8.15,7.05,5.36,4.4,4.41,2,101,109,11,43.12,4,57,81.36,44.23
281,19,Female,1.27,7.18,5.89,0.94,2.14,0.68,13,81,68,0,49.23,6,94,45.35,41.0
282,19,Female,6.66,3.81,2.75,5.25,0.14,0.31,5,385,119,6,48.31,2,96,61.68,65.07
283,20,Female,3.32,3.87,11.15,1.26,1.69,5.93,5,164,119,8,82.63,5,87,69.56,36.63
284,23,Male,1.87,3.32,8.09,5.96,5.65,5.77,13,478,75,16,85.8,1,64,66.94,31.22
285,20,Female,5.35,4.64,11.87,1.3,0.77,3.45,4,302,70,1,45.94,10,58,76.82,25.58
286,25,Male,5.08,3.42,2.44,5.45,3.43,5.47,10,336,119,6,61.02,1,67,64.54,51.45
287,17,Male,5.41,8.64,4.99,0.58,5.87,5.83,10,193,22,14,47.74,6,83,67.12,60.47
288,24,Male,8.33,3.11,4.33,2.51,3.12,2.66,3,34,54,13,95.01,10,64,64.81,56.4
289,23,Female,5.1,7.07,4.32,2.99,1.98,0.06,7,470,32,8,43.55,4,56,79.24,48.72
290,18,Male,9.06,8.67,0.88,2.51,3.59,3.72,2,499,94,4,64.18,5,79,66.75,85.4
291,24,Male,8.5,9.26,6.69,2.49,1.54,2.39,9,161,38,3,54.44,8,96,59.49,75.86
292,17,Male,6.69,5.87,7.5,4.26,4.65,4.04,9,255,67,19,96.18,9,77,53.88,57.12
293,27,Male,1.04,7.35,1.04,6.59,5.18,1.07,9,217,1,14,92.6,2,33,89.96,39.91
294,28,Female,8.72,9.66,10.62,6.99,2.11,5.92,9,151,84,14,61.45,2,35,68.36,59.39
295,25,Female,9.1,7.7,2.82,0.59,4.64,4.62,6,178,66,1,66.09,2,50,58.29,73.97
296,25,Male,4.06,9.31,2.2,1.54,5.01,1.77,2,401,18,17,45.48,6,90,82.43,62.86
297,18,Female,5.5,7.79,2.57,2.47,2.45,4.63,13,415,0,12,63.86,7,96,52.08,68.22
298,23,Female,3.17,3.48,5.35,5.47,5.7,5.11,3,258,107,19,73.18,3,54,91.4,34.26
299,26,Female,0.64,4.38,1.45,3.22,4.14,2.96,6,7,23,15,62.26,5,30,51.65,20.39
300,19,Female,5.05,9.58,9.97,3.81,2.74,2.44,7,179,31,2,45.09,4,34,72.78,39.25
301,23,Male,1.73,8.91,8.32,6.28,3.66,1.42,7,116,58,4,52.8,10,49,94.44,25.42
302,28,Female,2.24,5.96,5.93,5.14,2.98,5.01,5,96,90,5,56.07,5,97,96.75,44.99
303,26,Male,5.07,4.13,6.26,4.7,0.99,2.46,14,20,45,13,86.22,3,95,79.51,58.13
304,25,Male,8.74,4.1,5.17,4.64,2.77,4.79,7,130,108,10,52.2,7,32,49.11,45.43
305,20,Female,8.52,9.33,8.73,1.59,3.35,5.24,2,13,2,9,81.46,6,71,74.44,71.27
306,28,Female,9.67,4.16,11.46,0.89,0.96,3.32,6,289,88,2,58.81,6,77,73.27,56.15
307,17,Male,5.09,5.7,6.87,2.61,5.35,1.05,3,238,114,14,46.65,3,48,68.13,39.84
308,18,Male,5.74,9.31,6.98,6.15,3.58,0.23,14,61,112,14,70.11,3,82,67.56,67.01
309,17,Female,8.31,3.23,6.51,6.83,2.78,4.24,14,315,5,1,89.51,3,45,73.15,53.63
310,28,Female,7.15,7.42,10.97,6.38,4.71,5.16,7,67,105,5,58.24,6,68,80.97,51.85
311,21,Female,2.24,5.45,7.81,1.26,4.6,5.19,14,389,33,10,75.26,2,41,45.98,28.79
312,21,Male,4.28,3.75,10.56,7.35,2.32,2.14,14,213,46,6,89.65,8,59,90.77,30.24
313,27,Female,9.33,6.97,7.22,3.1,2.68,1.27,14,422,1,3,56.03,1,74,90.21,73.1
314,23,Male,1.89,6.39,8.53,6.7,2.82,0.35,9,307,81,4,45.51,6,81,42.61,32.46
315,25,Male,2.49,3.69,8.04,5.01,0.89,1.39,6,152,109,3,53.49,5,65,45.55,25.75
316,25,Male,4.31,4.87,5.57,6.35,4.35,1.55,6,52,89,16,91.49,2,78,44.0,54.39
317,19,Female,9.43,8.18,2.08,0.24,1.06,3.51,2,132,51,8,59.7,8,69,49.88,76.53
318,19,Female,1.58,8.29,5.35,3.48,0.43,1.43,13,22,79,16,50.63,8,77,62.31,38.78
319,19,Female,6.89,7.19,10.53,4.85,4.03,1.44,11,490,88,7,70.26,9,76,48.63,52.12
320,20,Female,1.76,3.77,8.04,2.96,0.49,2.07,14,88,39,19,77.08,7,97,71.89,34.84
321,24,Male,5.48,8.97,11.35,6.32,5.2,3.95,2,205,54,17,67.74,5,67,91.71,50.5
322,22,Male,5.6,4.21,3.71,5.79,1.99,2.39,7,237,67,3,59.44,9,83,50.26,50.06
323,24,Male,0.9,8.05,5.93,3.12,1.4,4.39,14,416,77,19,69.53,2,32,60.53,29.22
324,17,Female,9.56,3.3,9.05,3.51,2.57,2.6,8,56,3,13,94.2,2,95,73.96,73.12
325,24,Female,8.16,5.32,2.02,3.93,2.9,4.77,2,88,2,1,78.84,9,90,94.03,72.25
326,20,Other,3.38,6.35,1.63,4.36,0.85,2.76,12,79,56,11,65.88,9,84,92.36,50.99
327,27,Female,1.74,3.2,9.16,2.39,5.35,4.91,7,417,38,3,88.88,8,83,55.1,27.7
328,17,Female,3.78,4.2,8.15,1.83,1.07,5.05,10,29,107,11,40.12,4,69,56.99,32.73
329,24,Female,9.0,5.23,6.03,0.9,3.06,4.63,6,14,68,5,51.79,1,96,69.19,75.34
330,20,Female,1.76,9.88,1.27,1.12,3.61,3.21,14,345,65,4,72.26,1,68,72.07,58.59
331,22,Female,3.82,8.46,7.72,3.74,3.9,3.85,4,346,50,14,79.34,1,97,70.41,63.74
332,24,Female,5.2,8.88,8.19,5.32,3.06,0.13,14,84,66,1,69.55,3,67,76.28,56.62
333,20,Female,0.81,7.67,3.96,5.33,1.56,1.69,7,201,17,16,79.04,5,61,51.4,38.69
334,19,Female,3.05,5.05,1.53,3.65,0.42,2.41,2,326,66,3,76.69,10,60,86.57,39.12
335,25,Male,6.16,7.97,6.3,4.95,5.66,0.32,11,263,107,19,73.88,6,40,62.3,50.09
336,19,Male,3.58,7.72,6.09,7.67,4.79,4.95,7,371,2,4,48.67,9,33,95.2,29.03
337,25,Male,8.77,7.27,3.89,7.86,1.66,1.65,11,166,24,6,66.53,5,36,74.85,61.96
338,29,Male,9.4,5.09,6.98,6.76,0.61,1.06,10,479,58,8,66.38,9,66,40.49,59.17
339,18,Female,4.69,4.84,7.5,7.32,5.86,5.53,1,124,71,12,53.72,4,44,46.34,33.55
340,18,Male,5.55,5.35,11.11,1.09,5.26,0.04,7,380,101,7,93.68,5,53,67.11,41.09
341,18,Male,6.49,5.19,9.4,2.23,3.66,4.27,10,313,95,12,92.77,2,82,57.57,59.96
342,22,Male,6.81,3.54,9.81,7.63,3.1,0.25,8,215,90,4,58.13,4,90,92.01,51.06
343,19,Female,1.1,8.62,2.64,1.04,1.72,2.08,9,149,5,15,53.07,4,65,93.93,42.81
344,29,Male,1.01,5.58,5.77,7.0,2.11,1.67,11,258,26,1,63.52,3,77,44.11,35.81
345,25,Male,8.72,7.95,2.89,3.51,5.2,2.51,9,433,3,1,42.07,7,92,43.61,77.21
346,20,Male,2.59,4.96,2.65,7.8,3.47,1.94,2,372,9,16,93.83,5,57,65.95,42.28
347,17,Male,6.05,7.21,6.31,5.73,5.38,4.36,6,147,63,13,51.48,8,47,56.21,44.03
348,20,Female,6.43,3.24,3.72,2.7,5.2,3.81,7,415,19,12,53.44,7,87,94.78,53.5
349,17,Male,2.06,3.74,2.97,0.94,2.53,3.03,11,227,16,1,66.94,5,86,83.1,41.22
350,21,Female,7.74,5.55,8.85,1.91,0.87,2.14,14,157,76,0,74.65,6,52,97.9,50.26
351,20,Female,8.73,4.88,0.89,5.63,5.66,0.44,2,243,71,7,66.34,7,57,74.3,64.8
352,24,Other,3.21,5.47,9.15,2.57,4.82,3.83,2,245,98,17,70.16,2,49,53.31,32.62
353,24,Male,8.84,9.51,10.83,7.59,2.19,1.58,4,388,91,11,92.44,4,44,63.94,64.93
354,23,Male,1.27,3.52,8.6,4.28,5.31,1.46,3,195,29,15,88.97,9,91,51.94,28.97
355,19,Male,8.1,6.24,2.72,4.2,2.18,4.51,5,155,101,9,40.66,5,77,93.65,67.27
356,17,Male,6.58,4.39,8.96,6.46,3.89,1.81,8,136,58,15,68.98,5,33,50.13,35.96
357,17,Female,6.04,5.49,6.27,6.38,1.88,4.45,14,160,109,2,84.21,4,94,40.3,64.24
358,28,Male,2.69,7.74,7.84,5.5,5.45,4.5,9,195,38,3,81.84,1,80,75.6,51.63
359,27,Male,3.94,9.81,5.02,7.62,0.23,0.93,11,294,44,15,61.44,5,47,78.36,48.87
360,19,Female,9.15,7.86,2.69,4.64,4.08,1.76,4,481,62,0,81.01,1,84,61.15,89.33
361,22,Female,4.92,9.19,0.76,7.2,1.15,3.43,9,225,109,17,78.0,1,37,87.08,62.08
362,23,Male,6.15,4.03,9.02,3.76,0.57,5.9,12,247,8,6,55.62,3,63,99.28,42.74
363,22,Male,9.39,4.27,5.41,6.1,3.49,2.07,13,312,18,11,52.6,1,49,86.93,60.35
364,22,Male,4.93,9.14,3.28,1.87,4.39,5.16,8,143,108,6,44.32,8,72,58.27,56.24
365,22,Female,4.19,7.25,7.66,6.8,5.95,5.18,1,159,19,9,66.16,8,60,41.64,40.51
366,29,Female,8.99,8.54,9.61,2.82,0.74,1.89,7,434,71,5,71.07,7,44,98.92,58.24
367,19,Female,9.15,4.56,6.58,5.81,1.38,5.78,11,106,108,3,42.36,10,41,71.66,44.25
368,22,Female,3.87,5.44,9.26,2.58,5.88,0.34,13,59,15,0,64.11,4,36,57.35,27.87
369,24,Female,6.12,3.57,4.39,7.63,1.37,1.56,6,495,20,10,45.48,8,81,58.83,47.65
370,27,Male,9.66,9.27,8.01,1.53,3.73,3.13,3,21,29,3,44.51,2,73,53.86,76.18
371,27,Male,1.03,9.69,7.58,4.22,4.01,0.54,11,257,52,2,57.23,3,62,54.71,38.18
372,18,Female,0.88,9.0,2.49,3.16,4.86,4.83,2,391,0,1,71.21,5,79,84.66,49.51
373,21,Female,5.41,6.06,8.99,4.28,2.19,1.1,9,471,28,6,76.65,9,85,92.96,49.12
374,17,Male,3.27,5.39,9.24,1.85,0.78,5.42,13,77,30,16,73.86,2,93,97.88,47.36
375,28,Female,6.03,6.24,8.05,4.03,0.28,5.85,11,411,106,11,97.81,4,83,59.27,61.98
376,17,Female,7.38,7.46,4.86,1.05,0.53,4.41,6,323,97,4,53.57,2,66,42.07,65.75
377,21,Male,1.16,6.02,6.78,1.85,3.36,3.77,13,481,30,18,66.73,7,86,62.5,35.12
378,28,Female,8.88,5.95,5.54,5.38,2.18,3.51,1,90,46,19,70.06,7,74,85.47,66.92
379,29,Male,3.13,6.02,0.53,3.75,4.95,4.23,3,289,105,0,52.43,4,44,42.86,41.07
380,19,Female,4.12,8.21,0.63,3.98,2.44,5.29,7,4,82,2,54.79,6,59,57.82,54.17
381,20,Male,3.7,8.51,2.76,7.45,3.12,4.28,3,313,12,15,78.96,8,46,67.25,47.26
382,19,Female,8.48,9.09,11.0,1.72,5.7,4.78,8,358,103,13,91.5,1,51,47.18,67.32
383,17,Female,2.12,4.7,7.76,4.41,3.19,1.68,14,396,87,1,64.7,5,55,53.05,25.91
384,17,Male,0.77,4.1,4.98,4.25,4.78,4.96,9,193,111,0,75.38,4,42,53.56,21.57
385,28,Female,9.73,5.42,7.48,3.56,4.58,1.04,9,421,93,6,98.99,10,43,52.17,57.43
386,28,Female,9.82,5.94,1.23,6.64,1.53,0.17,7,253,62,19,86.62,6,76,44.69,82.33
387,29,Female,2.95,7.91,1.7,4.53,3.23,3.01,14,360,98,10,46.7,3,50,94.26,45.59
388,21,Male,0.59,8.31,1.43,6.56,0.89,2.55,11,434,12,11,99.97,7,86,41.25,52.88
389,22,Female,6.64,9.89,9.9,6.88,1.39,1.88,7,400,118,3,81.74,7,78,73.06,64.01
390,19,Male,6.66,5.65,12.0,0.57,5.78,1.01,10,470,2,15,49.52,3,47,56.39,38.32
391,28,Male,9.43,5.82,3.07,7.5,1.01,2.5,10,349,39,16,53.96,3,34,77.07,61.7
392,25,Male,3.34,6.79,6.05,6.11,5.77,4.35,8,475,104,0,80.42,7,79,82.63,47.74
393,21,Male,2.3,8.74,2.03,3.87,4.21,5.03,4,254,100,11,90.4,1,58,79.02,56.31
394,24,Female,6.36,7.63,10.64,6.56,5.19,2.13,10,314,63,16,71.22,2,70,92.28,56.61
395,29,Male,5.85,7.01,2.29,1.84,1.28,0.23,10,103,39,15,74.25,4,73,90.63,65.55
396,17,Male,7.32,7.54,6.54,6.56,2.32,1.03,2,105,10,3,51.75,8,99,43.45,66.91
397,21,Female,8.91,6.25,7.19,4.45,5.02,1.3,6,462,116,17,76.78,9,41,55.01,53.43
398,19,Female,5.82,8.31,6.03,3.55,4.71,5.23,5,215,79,15,74.89,5,56,62.6,56.4
399,28,Female,1.93,3.53,1.2,4.57,4.3,1.23,11,159,17,1,66.28,8,72,72.66,35.08
400,17,Male,6.18,6.56,8.38,5.73,1.79,0.28,14,129,84,9,43.25,1,37,99.93,42.47
401,20,Female,4.05,8.65,10.69,2.22,2.84,2.92,12,304,31,13,79.69,1,81,62.52,55.32
402,29,Male,4.8,5.12,1.54,0.78,2.83,0.46,7,141,54,5,71.13,3,90,49.37,63.21
403,21,Other,9.62,8.9,8.87,7.25,5.67,0.58,9,348,113,15,69.16,1,84,73.76,82.25
404,23,Female,5.77,8.48,9.94,7.6,3.88,2.22,12,326,28,6,97.87,10,72,83.68,53.81
405,17,Female,1.92,7.06,2.38,5.0,2.05,5.17,11,92,34,7,74.63,3,95,41.19,56.84
406,19,Male,4.71,4.77,11.93,4.09,3.07,5.23,11,58,73,0,95.88,8,44,61.17,28.78
407,18,Male,2.67,9.03,3.93,0.43,5.32,4.65,8,133,28,0,81.21,2,95,48.28,65.03
408,25,Male,1.79,3.21,4.06,3.33,4.33,0.75,13,291,110,11,51.7,6,99,94.34,37.52
409,26,Male,7.27,7.15,7.02,2.72,3.66,2.49,5,46,59,1,73.4,6,40,74.57,51.42
410,22,Male,6.47,8.48,9.92,3.07,3.24,1.28,9,271,97,12,84.81,2,57,58.78,58.53
411,26,Female,5.23,6.4,5.77,5.75,3.04,0.82,14,412,8,12,84.8,6,73,41.6,55.15
412,19,Male,4.52,3.72,6.78,2.89,2.72,4.29,4,314,46,17,46.83,1,95,44.48,49.59
413,24,Female,3.56,8.84,7.6,6.33,5.35,1.3,6,91,41,19,46.19,10,48,78.47,32.9
414,24,Male,1.34,9.36,9.61,7.93,0.23,5.91,4,498,20,2,41.36,4,76,40.63,36.22
415,18,Male,3.34,6.94,7.94,4.37,1.82,4.77,2,334,18,0,78.96,5,89,78.36,50.25
416,22,Female,8.46,8.51,2.45,2.22,4.25,4.78,7,390,65,8,63.71,6,55,77.01,70.91
417,23,Female,7.94,7.28,7.4,7.66,5.26,4.29,12,17,66,7,87.75,3,96,79.81,77.74
418,18,Male,9.74,7.01,2.95,5.85,5.81,1.4,1,29,1,18,92.42,7,74,65.05,81.3
419,27,Male,6.73,3.92,5.51,1.8,5.71,1.21,6,437,17,3,86.2,1,75,65.82,61.62
420,26,Female,5.76,6.06,10.46,7.96,2.26,1.36,4,149,47,4,70.17,1,88,65.97,56.81
421,18,Male,3.31,7.75,1.92,0.08,5.25,3.09,1,143,109,16,70.16,4,33,53.79,43.57
422,26,Male,1.23,6.18,4.66,4.61,3.29,0.81,10,499,26,11,48.51,1,53,57.23,32.13
423,17,Female,6.37,7.32,6.96,5.48,2.23,4.29,3,290,48,12,77.29,8,44,66.32,47.86
424,24,Male,5.14,9.26,10.51,1.46,5.44,4.77,13,90,21,13,60.54,1,30,62.06,42.35
425,17,Male,7.71,5.56,9.46,0.41,3.65,4.72,11,257,13,16,44.68,10,79,78.91,48.74
426,25,Female,4.41,8.8,5.38,0.06,4.62,6.0,9,30,106,19,79.88,6,82,52.74,60.83
427,27,Female,9.86,3.2,6.24,7.41,1.51,5.33,13,360,80,18,78.73,9,76,49.01,62.49
428,22,Male,4.28,8.97,10.23,4.66,2.37,5.11,1,411,88,6,41.99,3,57,81.32,41.89
429,23,Female,3.66,3.75,10.59,1.37,0.29,0.15,2,361,116,13,98.88,4,40,85.77,27.17
430,29,Male,8.77,5.25,6.58,4.93,0.76,4.2,13,285,50,10,44.16,5,57,65.7,55.33
431,26,Female,4.26,6.59,2.79,0.02,3.9,3.56,11,495,0,6,50.98,2,30,65.62,41.22
432,23,Female,8.77,7.55,6.23,2.99,1.33,4.25,4,292,30,14,82.39,4,35,93.03,62.25
433,26,Male,0.76,9.67,11.16,6.14,2.49,1.14,8,48,22,12,85.81,3,75,41.07,40.0
434,19,Male,7.08,5.15,7.52,0.8,2.47,2.82,12,113,25,4,59.27,8,56,94.97,45.13
435,18,Male,1.18,3.6,9.39,4.83,4.61,0.7,7,297,27,13,77.92,3,60,81.17,22.17
436,25,Female,1.91,6.21,0.72,2.53,3.4,5.79,5,477,58,2,60.03,6,44,89.72,35.08
437,24,Female,7.15,5.42,7.8,0.79,4.06,0.27,2,109,79,14,59.8,1,70,86.29,57.88
438,29,Male,3.25,7.2,7.38,6.6,0.73,5.62,8,411,114,0,95.7,7,35,59.81,34.53
439,28,Male,2.5,9.46,5.93,4.39,3.64,0.89,7,90,23,7,82.9,10,77,98.66,48.03
440,26,Male,8.11,7.5,8.31,6.33,3.71,0.65,9,125,102,19,71.04,6,67,78.7,62.26
441,23,Male,9.49,7.05,10.43,7.75,3.2,4.94,12,249,46,13,53.61,1,55,81.67,62.26
442,25,Male,2.71,4.72,11.19,1.47,0.61,3.9,8,385,101,1,58.48,10,91,77.29,28.21
443,20,Female,3.51,4.85,3.45,1.1,4.63,1.56,2,372,106,6,94.89,3,63,86.47,48.93
444,29,Female,7.28,6.05,6.31,7.85,3.27,0.91,9,232,9,14,73.21,10,32,71.32,42.71
445,20,Other,8.25,9.24,3.97,1.87,3.25,0.46,6,122,110,12,72.73,1,83,73.65,85.44
446,17,Female,9.99,7.06,5.31,3.42,5.1,4.32,13,118,96,18,61.32,6,31,92.73,60.82
447,24,Female,3.1,6.46,6.24,6.69,1.46,1.01,14,198,75,7,46.79,5,71,67.38,39.63
448,28,Female,5.79,6.8,9.53,1.84,3.04,2.63,10,70,15,0,70.42,8,48,83.32,39.98
449,19,Female,1.77,8.84,11.03,5.69,4.44,5.54,5,180,18,14,96.5,2,65,48.72,41.9
450,23,Male,3.64,7.75,7.25,6.29,5.47,4.62,7,427,72,7,80.19,7,35,91.75,35.4
451,28,Male,0.93,9.49,11.91,3.97,5.1,3.27,6,210,109,19,61.25,9,49,82.06,20.16
452,18,Male,2.5,7.07,7.02,3.9,4.64,4.14,13,488,58,13,88.23,7,61,81.07,38.74
453,18,Female,5.31,4.37,9.77,1.83,5.24,4.09,8,352,65,5,93.6,7,83,59.18,47.12
454,23,Female,2.06,3.13,2.1,5.01,1.61,4.12,8,437,92,2,57.28,1,59,90.86,34.99
455,22,Male,8.95,5.22,0.59,1.61,2.68,4.69,11,97,10,5,58.43,2,50,67.38,69.01
456,19,Female,7.25,3.44,0.81,2.1,5.88,5.53,14,370,68,0,79.56,2,47,95.58,58.96
457,25,Female,0.76,5.85,10.76,4.77,0.09,5.5,11,107,111,16,71.56,10,32,84.78,6.56
458,26,Male,8.83,4.32,1.36,2.22,5.94,0.95,13,216,69,14,63.75,3,75,48.38,72.69
459,29,Male,9.78,5.83,7.55,3.71,0.63,4.14,2,30,97,19,52.14,2,32,51.3,56.12
460,22,Male,5.27,5.79,7.13,7.6,5.46,4.85,8,294,85,17,57.52,5,95,52.68,55.26
461,26,Male,3.49,4.93,9.48,4.76,3.37,1.43,3,188,63,1,56.61,8,52,92.04,24.14
462,26,Female,3.0,7.57,4.1,6.01,1.78,5.93,9,231,70,4,44.05,1,89,68.9,55.36
463,22,Female,1.33,6.03,4.56,5.62,5.7,0.05,1,200,96,9,43.72,9,83,55.17,32.62
464,17,Female,5.17,9.25,4.56,7.62,3.62,4.41,2,165,89,7,71.77,5,74,68.36,63.83
465,20,Female,0.98,3.53,2.44,0.85,5.33,3.53,8,86,81,18,83.7,1,85,66.23,43.55
466,26,Female,5.29,5.87,2.89,1.47,2.3,0.44,9,55,28,0,53.26,3,46,80.76,48.03
467,22,Female,2.9,8.43,2.77,5.49,3.93,2.27,5,139,23,1,87.56,4,32,51.4,44.75
468,22,Female,5.03,6.46,2.18,6.77,2.11,1.98,1,377,10,14,99.68,1,72,44.61,67.74
469,27,Female,4.47,9.76,9.37,5.97,5.95,0.1,7,477,47,10,87.86,4,51,87.63,50.63
470,28,Female,3.4,4.22,7.51,1.18,3.31,3.69,14,261,50,2,62.21,5,84,93.34,39.53
471,21,Male,4.76,5.21,7.05,5.44,4.23,1.19,3,247,104,18,87.64,10,34,43.14,31.35
472,17,Female,5.0,3.81,8.28,5.03,1.84,2.96,1,251,79,15,67.04,8,77,69.03,39.36
473,24,Male,8.42,4.73,4.47,4.3,4.62,5.63,9,303,65,5,58.21,7,38,75.52,49.8
474,21,Female,6.82,7.71,8.9,4.51,2.59,1.81,9,397,42,13,61.09,4,99,80.71,67.21
475,28,Male,4.61,6.41,3.65,4.86,5.41,0.76,5,223,19,4,79.95,1,56,40.5,55.04
476,28,Male,9.1,4.13,9.9,1.45,3.28,0.47,10,196,66,12,42.48,6,58,89.28,47.34
477,28,Other,7.68,6.32,7.58,2.66,2.29,1.26,7,74,106,19,91.5,4,53,75.04,59.34
478,21,Male,1.22,8.93,9.95,4.9,4.95,5.16,10,199,94,16,78.05,9,38,55.39,22.24
479,23,Male,1.96,6.08,1.13,0.64,3.62,5.61,6,219,98,8,94.95,4,50,72.1,44.03
480,20,Male,1.28,3.09,10.2,5.68,4.71,1.1,7,241,103,10,77.77,10,85,85.31,20.43
481,22,Female,3.53,3.38,1.67,5.96,4.21,5.34,7,139,36,3,86.15,8,55,49.81,38.53
482,29,Female,4.64,6.07,8.19,1.15,2.84,5.5,8,87,84,19,79.52,2,47,79.11,42.84
483,20,Female,5.29,7.15,3.12,2.27,3.94,3.84,4,484,96,0,76.6,5,62,72.53,57.91
484,19,Female,8.59,9.21,1.04,1.85,4.55,2.6,6,447,110,2,88.92,6,76,93.74,86.52
485,23,Male,0.67,9.87,3.48,1.68,4.19,3.01,6,49,10,9,58.05,4,95,93.02,53.48
486,24,Male,4.57,9.86,5.14,2.93,1.93,0.3,3,275,100,15,40.44,7,77,84.43,55.69
487,20,Male,4.4,6.91,2.16,6.04,2.37,2.58,2,303,1,8,67.14,10,75,73.92,52.25
488,29,Female,9.5,3.25,1.65,3.25,5.71,4.4,8,272,71,4,72.43,4,62,63.52,68.34
489,18,Female,2.79,4.49,11.93,4.28,1.86,4.11,4,143,72,3,71.98,7,31,67.8,12.74
490,28,Male,1.66,6.04,1.41,0.98,4.87,0.26,8,184,36,2,40.85,9,50,45.83,28.03
491,26,Male,1.85,9.16,2.69,4.92,1.11,2.38,6,219,96,13,74.56,5,55,93.53,46.58
492,19,Male,5.44,3.15,3.41,7.99,2.35,5.68,1,361,94,15,69.72,1,90,76.57,59.56
493,17,Female,4.21,6.57,4.15,5.83,2.03,5.49,14,483,13,8,78.23,7,91,70.33,57.51
494,24,Male,7.66,7.57,2.01,3.88,3.69,1.85,13,73,51,17,99.7,4,77,49.56,80.74
495,19,Male,3.57,5.02,10.16,3.77,5.57,3.27,9,94,116,18,53.58,7,55,41.64,25.19
496,28,Male,1.72,5.21,11.13,7.38,4.34,4.26,14,427,108,10,41.8,5,46,92.69,13.49
497,26,Female,4.18,5.72,6.81,3.26,0.9,0.2,5,271,25,9,98.67,6,95,43.63,56.46
498,23,Female,8.89,4.92,7.02,5.81,4.34,1.59,3,230,104,15,82.6,7,53,76.41,57.02
499,26,Male,4.35,6.06,11.93,4.88,0.11,3.81,14,405,8,14,55.22,5,56,40.55,31.25
500,21,Female,8.42,4.11,10.66,5.01,3.98,4.64,10,373,26,7,98.74,8,68,78.43,53.3
501,26,Female,4.03,4.4,5.19,0.67,5.27,0.99,3,284,91,16,45.81,9,73,66.89,35.96
502,21,Other,3.17,3.26,9.23,5.33,2.19,2.23,10,153,67,9,58.95,5,51,64.3,21.96
